"Tipologia";"Denominazione";"longitudine";"Indirizzo";"gid";"Latitudine";"Comune";
"Pubblici";"Parco Castelli Romani";"12.7057420000";"Via Cesare Battisti 5";"585";"41.7625850000";"Rocca di Papa";
"Pubblici";"Parco Clemente Riva - Comitato di quartiere Ostia Nord";"12.2807980000";"Via delle Baleniere, 240";"586";"41.7405432000";"Roma";
"Pubblici";"Parco degli Acquedotti - Lievito Madre";"12.5592250000";"Via Lemonia, 214";"587";"41.8518720000";"Roma";
"Pubblici";"Parco degli Acquedotti - Lievito Madre";"12.5601393000";"Via Lemonia, 214";"588";"41.8512841000";"Roma";
"Pubblici";"Parco del Forte Ardeatino - Ist. Comprensivo Carlo Alberto Dalla Chiesa";"12.5075478000";"Via di Grotta Perfetta, 524";"589";"41.8380526000";"Roma";
"Pubblici";"Parco dell'Isola Farnese";"12.3941750000";"Via Cassia, 1694";"590";"42.0189530000";"Roma";
"Pubblici";"Parco dell'UNRRA CASAS";"12.5856521000";"Via San Benedetto del Tronto, 4";"591";"41.9427004000";"Roma";
"Pubblici";"Parco di Colli D'oro";"12.4787500000";"Via Valbondione, snc";"592";"41.9949920000";"Roma";
"Pubblici";"Parco di Colli D'oro";"12.4787500000";"Via Valbondione, snc";"593";"41.9949920000";"Roma";
"Pubblici";"Parco di via Pietro Rosa";"12.2840890000";"Via Pietro Rosa, 2";"594";"41.7293420000";"Roma";
"Pubblici";"Parco Ex Combattenti Monte Mario";"12.4209886000";"Via Vincenzo Chiarugi, 4";"595";"41.9415757000";"Roma";
"Pubblici";"Parco Franceschetti - Giardino dei Demar";"12.5869447000";"Via Davide Campari, 263";"596";"41.8863030000";"Roma";
"Pubblici";"Parco G.Soria";"12.4111961000";"Via Giambattista Soria, 71";"597";"41.9064492000";"Roma";
"Pubblici";"Parco Marta Russo - Centro Anziani";"12.4856860000";"Viale Gemona del Friuli, snc";"598";"41.9959830000";"Roma";
"Pubblici";"Parco Marta Russo - Centro Anziani";"12.4724537000";"Viale Gemona del Friuli, snc";"599";"42.0360712000";"Roma";
"Pubblici";"Parco P.Togliatti - Polisportiva Bettini";"12.5709008000";"Via Quinto Publicio, 39";"600";"41.8561443000";"Roma";
"Pubblici";"Parco S.Onofrio";"12.4356001000";"Via Luigi Morandi, snc";"601";"41.9352710000";"Roma";
"Pubblici";"Parco Serafini - Sister's Bar";"12.4844500000";"Via Giovannipoli, 30";"602";"41.8608964000";"Roma";
"Pubblici";"Parco Talenti - Centro Anziani Talenti";"12.5515060000";"Via Renato Fucini, 265bis";"603";"41.9471170000";"Roma";
"Pubblici";"Parco Tor Sapienza";"12.5888035000";"Viale Filippo De Pisis, 3";"604";"41.8994621000";"Roma";
"Pubblici";"Parco Torresina  - Parrocchia S.Faustina";"12.4000260000";"Viale Indro Montanelli, 9";"605";"41.9309786000";"Roma";
"Pubblici";"Parco Torresina - Associazione Vivere al Quartaccio";"12.4006659000";"Via del Podere Trieste, 61";"606";"41.9251443000";"Roma";
"Pubblici";"Parco Vigne Nuove - Scuola Matteucci";"12.5364345000";"Via delle Vigne Nuove, 262";"607";"41.9519923000";"Roma";
"Pubblici";"Parco Vigne Nuove - Scuola Matteucci";"12.5364345000";"Via delle Vigne Nuove, 262";"608";"41.9519923000";"Roma";
"Pubblici";"Parco Villa De Sanctis - Centro sportivo Villa de Sanctis";"12.5525765000";"Via dei Gordiani, 5";"609";"41.8788477000";"Roma";
"Pubblici";"Parco Villa Gordiani";"12.5546221000";"Via Prenestina, 351";"610";"41.8943367000";"Roma";
"Pubblici";"Parco Villa Gordiani";"12.5546221000";"Via Prenestina, 351";"611";"41.8943367000";"Roma";
"Pubblici";"Parco Virgiliano - Chiosco Caffè Giardino";"12.5154628000";"Parco Virgiliano (Via Nemorense), 5";"612";"41.9312755000";"Roma";
"Pubblici";"Parrocchia di N.S. Czestochowa";"12.6099673000";"Largo Corelli, 9";"613";"41.9137763000";"Roma";
"Pubblici";"Parrucchiere E-Bi";"12.4847483000";"Via Fontanellato, 64";"614";"41.8472930000";"Roma";
"Privati federati";"Pasticceria Dagnino";"12.4953000000";"Via V. Emanuele Orlando, 75";"615";"41.9034000000";"Roma";
"Pubblici";"Pastificio Cerere";"12.5161145000";"via Tiburtina, 196";"616";"41.8993104000";"Roma";
"Pubblici";"Pavona - Parco giochi";"12.6156517000";"via roma 41";"617";"41.7251708000";"Albano Laziale";
"Pubblici";"Piazza Ampere - Centro Anziani Marconi";"12.4633874000";"Via Giovanni Caselli, snc";"618";"41.8693345000";"Roma";
"Pubblici";"Piazza Anco Marzio - British School";"12.2797926000";"Via delle Baleniere, 151";"619";"41.7388618000";"Roma";
"Pubblici";"Piazza Anco Marzio - British School";"12.2797926000";"Via delle Baleniere, 151";"620";"41.7388618000";"Roma";
"Pubblici";"Piazza Anco Marzio - British School";"12.2797926000";"Via delle Baleniere, 151";"621";"41.7388618000";"Roma";
"Pubblici";"Piazza Anco Marzio - Punto Informazioni Turistiche - Ostia";"12.2781150000";"Piazza Anco Marzio";"622";"41.7293150000";"Roma";
"Pubblici";"Piazza Bainsizza - ASL17";"12.4609894000";"Via Monte Santo, 71";"623";"41.9190987000";"Roma";
"Pubblici";"Piazza Belli";"12.4743150000";"Piazza Giuseppe Gioacchino Belli";"624";"41.8900120000";"Roma";
"Pubblici";"Piazza Borghese";"12.7156610000";"Piazza Borghese";"625";"41.8167770000";"Monte Porzio Catone";
"Pubblici";"Piazza delle rose - Santa Lucia";"12.6596000000";"Piazza delle Rose";"626";"41.9883000000";"Fonte Nuova";
"Pubblici";"Piazza di Nostra Signora di Guadalupe - Chiosco Petit Chalet";"12.4239947000";"Piazza di Nostra Signora di Guadalupe, 12";"627";"41.9435794000";"Roma";
"Pubblici";"Piazza di Spagna";"12.4825070000";"Piazza di Spagna";"628";"41.9057410000";"Roma";
"Pubblici";"Piazza Fabrizio De Andrè - Consulta Municipale dell'handicap";"12.4595713000";"Viale Vicopisano, 95";"629";"41.8455029000";"Roma";
"Pubblici";"Piazza Fiume - Bar Friends";"12.4982475000";"Via Piave, 61";"630";"41.9102161000";"Roma";
"Pubblici";"Piazza Fontana";"12.6985500000";"Piazza Carlo Fontana";"631";"41.6753100000";"Lanuvio";
"Pubblici";"Piazza Gugliemo Marconi";"12.9582020000";"Piazza Guglielmo Marconi";"632";"41.9048200000";"Cerreto Laziale";
"Pubblici";"Piazza Indipendenza";"12.8311000000";"piazza indipendenza";"633";"41.8384000000";"Zagarolo";
"Pubblici";"Piazza Manfredo Fanti";"12.5027620000";"Piazza Manfredo Fanti, 47";"634";"41.8977260000";"Roma";
"Pubblici";"Piazza Matteotti";"12.6624000000";"Piazza Matteotti";"635";"41.7686000000";"Marino";
"Pubblici";"Piazza S. Pietro";"12.6583230000";"Piazza San Pietro";"636";"41.7290230000";"Albano Laziale";
"Privati federati";"Piazza San Giacomo";"12.5815000000";"Piazza San Giacomo";"637";"42.1963000000";"Civitella San Paolo";
"Pubblici";"Piazza Santa Maria della Pietà - Sede Municipio XIX";"12.4195926000";"Piazza Santa Maria della Pietà , 5";"638";"41.9409224000";"Roma";
"Pubblici";"Piazza Santa Maria della Pietà - Sede Municipio XIX";"12.4195926000";"Piazza Santa Maria della Pietà , 5";"639";"41.9409224000";"Roma";
"Pubblici";"Piazza sant'Anna";"12.9405045000";"piazza Sant'Anna 1";"640";"41.9612099000";"Ciciliano";
"Pubblici";"Piazza Sonnino";"12.4739804864";"Piazza Sidney Sonnino, 39";"641";"41.8886406653";"Roma";
"Pubblici";"Piazza SS. Apostoli";"12.4830320000";"Piazza Santi Apostoli";"642";"41.8976440000";"Roma";
"Pubblici";"Piazza Trilussa - Bar Friends";"12.4698870000";"Piazza Trilussa, 34";"643";"41.8915855000";"Roma";
"Pubblici";"Piazzale di Ponte Milvio";"12.4663360000";"Piazzale di Ponte Milvio, snc";"644";"41.9369440000";"Roma";
"Pubblici";"Piazzale di Ponte Milvio";"12.4661580000";"Piazzale di Ponte Milvio, snc";"645";"41.9373500000";"Roma";
"Pubblici";"Pigneto - Centro Anziani Isidoro Carace";"12.5381012000";"Via Isidoro di Carace, 18";"646";"41.8843825000";"Roma";
"Pubblici";"Pincietto";"13.0505340000";"Via Roma 30";"647";"41.6996700000";"Gavignano";
"Privati federati";"Pizzeria da Gigetto";"12.4889000000";"Via Alessandria 43";"648";"41.9086000000";"Roma";
"Privati federati";"Pizzeria Piazza Roma";"12.4903550000";"Via Marino Ghetaldi 36";"649";"41.8177000000";"Roma";
"Pubblici";"Poliambulatorio";"12.4577000000";"Via Portuense 292";"650";"41.8646000000";"Roma";
"Pubblici";"Policlinico Umberto I";"12.5087560000";"Viale del Policlinico, 155";"651";"41.9081580000";"Roma";
"Pubblici";"Policlinico Umberto I";"12.5109330000";"Viale del Policlinico, 155";"652";"41.9067670000";"Roma";
"Pubblici";"Policlinico Umberto I";"12.5108350000";"Viale del Policlinico, 155";"653";"41.9069440000";"Roma";
"Pubblici";"Policlinico Umberto I";"12.5115370000";"Viale del Policlinico, 155";"654";"41.9065470000";"Roma";
"Pubblici";"Policlinico Umberto I";"12.5128260000";"Viale del Policlinico, 155";"655";"41.9068410000";"Roma";
"Pubblici";"Policlinico Umberto I";"12.5128220000";"Viale del Policlinico, 155";"656";"41.9068200000";"Roma";
"Pubblici";"Policlinico Umberto I";"12.5112070000";"Viale del Policlinico, 155";"657";"41.9074330000";"Roma";
"Pubblici";"Policlinico Umberto I";"12.5143340000";"Viale del Policlinico, 155";"658";"41.9060420000";"Roma";
"Pubblici";"Policlinico Umberto I";"12.5120540000";"Viale del Policlinico, 155";"659";"41.9056670000";"Roma";
"Pubblici";"Policlinico Umberto I";"12.5134970000";"Viale del Policlinico, 155";"660";"41.9061160000";"Roma";
"Pubblici";"Policlinico Umberto I";"12.5107350000";"Viale del Policlinico, 155";"661";"41.9049660000";"Roma";
"Pubblici";"Policlinico Umberto I";"12.5101510000";"Viale del Policlinico, 155";"662";"41.9073430000";"Roma";
"Pubblici";"Policlinico Umberto I";"12.5117540000";"Viale del Policlinico, 155";"663";"41.9049440000";"Roma";
"Pubblici";"Policlinico Umberto I";"12.5132940000";"Viale del Policlinico, 155";"664";"41.9063250000";"Roma";
"Pubblici";"Policlinico Umberto I";"12.5114200000";"Viale del Policlinico, 155";"665";"41.9082350000";"Roma";
"Privati federati";"Polisportiva Comunale";"12.5501220000";"Via Montona,13";"666";"41.8971820000";"Roma";
"Privati federati";"Polisportiva Comunale";"12.5501220000";"Via Montona 13";"667";"41.8971820000";"Roma";
"Privati federati";"Polisportiva Time Out";"12.3730639000";"via Cassia";"668";"42.0612981000";"Formello";
"Pubblici";"Polizia Municipale";"13.0978000000";"Via Monteduomo 1";"669";"41.8846000000";"Affile";
"Pubblici";"Ponte Milvio";"12.4663390000";"Piazzale di Ponte Milvio, snc";"670";"41.9369360000";"Roma";
"Pubblici";"Pontica";"13.0241000000";"Piazza Pontica";"671";"41.9113000000";"Rocca Santo Stefano";
"Pubblici";"Pontile di Ostia - Stabilimento balneare Elmi";"12.2734447000";"Lungomare Paolo Toscanelli, 121";"672";"41.7305817000";"Roma";
"Pubblici";"Pontile di Ostia - Stabilimento balneare Elmi";"12.2734447000";"Lungomare Paolo Toscanelli, 121";"673";"41.7305817000";"Roma";
"Pubblici";"Porta Futuro";"12.4736870000";"Piazza Orazio Giustiniani";"674";"41.8761300000";"Roma";
"Pubblici";"Porta Futuro";"12.4736870000";"Piazza Orazio Giustiniani";"675";"41.8761300000";"Roma";
"Pubblici";"Porta Futuro";"12.4736870000";"Piazza Orazio Giustiniani";"676";"41.8761300000";"Roma";
"Pubblici";"Porta Futuro - Mercato";"12.4736870000";"Piazza Orazio Giustiniani";"677";"41.8761300000";"Roma";
"Pubblici";"Portico D'Ottavia - Liceo Renzo Levi";"12.4770310325";"Via Portico D'Ottavia, 73";"678";"41.8930200302";"Roma";
"Pubblici";"Presidenza Provincia di Roma";"12.4836352000";"Via 4 Novembre, 119";"679";"41.8967800000";"Roma";
"Pubblici";"Protezione Civile";"12.9733730000";"Via Donato Bramante";"680";"41.8269010000";"Genazzano";
"Pubblici";"Protezione Civile";"12.9825140000";"Piazza Capitolo, snc";"681";"41.9442740000";"Cerreto Laziale";
"Privati federati";"Provinciattiva";"12.4686000000";"Via Angelo Bargoni, 40";"682";"41.8801000000";"Roma";
"Privati federati";"Provinciattiva S.p.A.";"12.4689000000";"Via Angelo Bargoni, 70";"683";"41.8806000000";"Roma";
"Privati federati";"Pub Il Clown";"12.3251000000";"Via Litoranea 22";"684";"41.7122000000";"Roma";
"Pubblici";"Pub Jonathan Angel's";"12.4706158000";"Via della Fossa, 14";"685";"41.8991990000";"Roma";
"Privati federati";"Pulsar";"12.5757640000";"Via Pellaro 1";"686";"41.8344480000";"Roma";
"Pubblici";"Punto Informazioni";"12.7667320000";"Viale Rieti, 1";"687";"42.0693300000";"Palombara Sabina";
"Pubblici";"Punto Informazioni Turistiche";"12.2455300000";"Piazza Vittorio Emanuele III";"688";"42.1557590000";"Trevignano Romano";
"Pubblici";"Punto Informazioni Turistiche";"12.1003190000";"Piazza Aldo Moro, 1";"689";"41.9987260000";"Cerveteri";
"Pubblici";"Punto Informazioni Turistiche";"12.2599900000";"Viale Reginaldo Belloni";"690";"42.0905470000";"Anguillara Sabazia";
"Pubblici";"Punto Informazioni Turistiche";"12.6838120000";"Piazza Tommaso Frasconi";"691";"41.7071380000";"Genzano di Roma";
"Pubblici";"Punto Informazioni Turistiche";"13.0218120000";"Piazza Cesare Battisti";"692";"41.6915560000";"Segni";
"Pubblici";"Punto Informazioni Turistiche";"12.7158350000";"Piazza Roma";"693";"41.7189310000";"Nemi";
"Pubblici";"Punto Informazioni Turistiche";"12.0788000000";"Piazza Rossellini";"694";"41.9487000000";"Ladispoli";
"Privati federati";"Quattro C Srl - Pangi Cafe'";"12.4950150000";"Via Aureliana, 44";"695";"41.9071600000";"Roma";
"Pubblici";"Rainbow Magic Land";"12.9589000000";"via della pace";"696";"41.7649000000";"Valmontone";
"Pubblici";"Rainbow Magic Land";"12.9605000000";"via della pace";"697";"41.7643000000";"Valmontone";
"Pubblici";"Rainbow Magic Land";"12.9595000000";"via della pace";"698";"41.7641000000";"Valmontone";
"Pubblici";"Rainbow Magic Land";"12.9615000000";"via della pace";"699";"41.7648000000";"Valmontone";
"Privati federati";"Renault Retail Group Italia";"12.5961000000";"Via Tiburtina 1155";"700";"41.9325000000";"Roma";
"Privati federati";"Retecamere";"12.4684000000";"Via Valadier 42";"701";"41.9079000000";"Roma";
"Privati federati";"Retecamere";"12.4685000000";"Via Valadier 42";"702";"41.9079000000";"Roma";
"Privati federati";"Ristorante  Bartolomeo";"12.4981040000";"Via Salaria, 215";"703";"41.9192160000";"Roma";
"Privati federati";"Ristorante Assaggiami";"12.4558810000";"Via Santa Giovanna Elisabetta, 13";"704";"41.9586070000";"Roma";
"Privati federati";"Ristorante Bar Cavallino Rosso";"12.8009000000";"Piazza Massimo 8";"705";"41.9658000000";"Tivoli";
"Privati federati";"Ristorante Bel Poggio";"12.5181320000";"Via Del Monte Di Casa, 36";"706";"41.9904430000";"Roma";
"Privati federati";"Ristorante Bel Poggio";"12.5181320000";"Via Del Monte Di Casa, 36";"707";"41.9904430000";"Roma";
"Privati federati";"Ristorante Convoglia";"12.5033810000";"Via Giolitti, 36";"708";"41.8986780000";"Roma";
"Privati federati";"Ristorante da Gabriele";"12.3744000000";"via boccea, 591";"709";"41.9221000000";"Roma";
"Privati federati";"Ristorante El Pueblo";"12.4393380000";"Via G. De Vecchi Pieralice 34/36";"710";"41.9007200000";"Roma";
"Privati federati";"Ristorante Evandro";"12.3601000000";"Via Egna, 3";"711";"41.7342000000";"Roma";
"Privati federati";"Ristorante Evandro";"12.3602000000";"Via Egna, 3";"712";"41.7340000000";"Roma";
"Privati federati";"Ristorante Graziella";"12.0798110000";"Via Milazzo 10";"713";"41.9530790000";"Ladispoli";
"Privati federati";"Ristorante Il Marchese del grillo";"12.3586670000";"Via Domenico Purificato, 171";"714";"41.7707240000";"Roma";
"Privati federati";"Ristorante Il Ragno d'Oro";"12.4760230000";"Lungo Mare Meduse, 78 Torvaianica, RM";"715";"41.6084680000";"Pomezia";
"Privati federati";"Ristorante La Casina Bianca";"12.2284000000";"Via della Rena, 78";"716";"42.1589000000";"Trevignano Romano";
"Pubblici";"Ristorante L'Antica Quercia";"12.4718925000";"Piazza della Quercia, 23";"717";"41.8944720000";"Roma";
"Privati federati";"Ristorante Le Palme";"12.5776503000";"Lungomare Celeste, 37";"718";"41.5073001000";"Anzio";
"Privati federati";"Ristorante L'insalata ricca";"12.4740520000";"Largo Dei Chiavari, 85";"719";"41.8963800000";"Roma";
"Privati federati";"Ristorante Pane&Vino";"12.3752480000";"Via Anton Giulio Bragaglia 21/c";"720";"42.0220310000";"Roma";
"Privati federati";"Ristorante Villa Celeste";"13.0000740000";"via Valeria";"721";"42.0604200000";"Riofreddo";
"Privati federati";"Ristorante Zi Gaetana";"12.4609590000";"Via Cola Di Rienzo 263";"722";"41.9069420000";"Roma";
"Pubblici";"Rotonda di ostia - Stabilimento Balneare Sporting Beach";"12.3191398000";"Lungomare Amerigo Vespucci, 8";"723";"41.7134937000";"Roma";
"Pubblici";"Rotonda di ostia - Stabilimento Balneare Sporting Beach";"12.3191398000";"Lungomare Amerigo Vespucci, 8";"724";"41.7134937000";"Roma";
"Privati federati";"Royal Cafè";"12.6902910000";"Via Italo Belardi 38";"725";"41.7070530000";"Genzano di Roma";
"Privati federati";"S.S Lazio Baseball";"12.4843000000";"via della villa di lucina 12";"726";"41.8548000000";"Roma";
"Pubblici";"Sala da The Babington";"12.4822525000";"Piazza di Spagna, 23";"727";"41.9059850000";"Roma";
"Pubblici";"Sala Operativa Provincia di Roma";"12.4853610000";"Via IV novembre 149";"728";"41.8969430000";"Roma";
"Pubblici";"Sala riunioni - 1° piano";"12.5073890000";"Via Nomentana 54";"729";"41.9132930000";"Roma";
"Pubblici";"San Marco Evangelista";"12.4836284000";"Piazza Dei Giuliani e Dalmati, 20";"730";"41.8210661000";"Roma";
"Pubblici";"Santa Maria Della Pieta'  - Museo Della Mente";"12.4197081000";"Piazza Santa Maria Della Pietà , 7";"731";"41.9407838000";"Roma";
"Privati federati";"Santuario Divino Amore";"12.5422110000";"Via Del Santuario";"732";"41.7775180000";"Roma";
"Privati federati";"Santuario Divino Amore - Auditorium";"12.5422110000";"Via Del Santuario";"733";"41.7775180000";"Roma";
"Privati federati";"Santuario Divino Amore - Hotel";"12.5422110000";"Via Del Santuario";"734";"41.7775180000";"Roma";
"Privati federati";"Santuario Divino Amore - Laghetto";"12.5422110000";"Via Del Santuario";"735";"41.7775180000";"Roma";
"Privati federati";"Santuario Divino Amore - Oggetti Religiosi";"12.5422110000";"Via Del Santuario";"736";"41.7775180000";"Roma";
"Privati federati";"Santuario Divino Amore - Sala Grotte";"12.5422110000";"Del Santuario";"737";"41.7775180000";"Roma";
"Pubblici";"Scuola  Bernardino Mastroianni";"12.3554972761";"Via Ponzone, 23";"738";"41.9167598746";"Roma";
"Pubblici";"Scuola  Fabio Montagna";"12.6032335837";"Via Turano, snc";"739";"41.9103952220";"Roma";
"Pubblici";"Scuola Angelucci";"13.0942000000";"Via Carlo Alberto Dalla Chiesa";"740";"41.9229000000";"Subiaco";
"Privati federati";"Scuola Arte e Spettacolo";"12.4365380000";"Largo Lido Duranti, 1";"741";"41.7778780000";"Roma";
"Pubblici";"Scuola Bellingeri";"12.4198712000";"Via Andrea Verga, 2";"742";"41.9371540000";"Roma";
"Pubblici";"Scuola Bellingeri";"12.4198712000";"Via Andrea Verga, 2";"743";"41.9371540000";"Roma";
"Pubblici";"Scuola Bernardino Mastroianni";"12.3552934282";"Via Ponzone, 23";"744";"41.9175861615";"Roma";
"Pubblici";"Scuola d'Arte Cinematografica \Gian Maria Volonté\";"12.4596000000";"Via greve, 15";"745";"41.8444000000";"Roma";
"Pubblici";"Scuola di Musica Musicalmente";"12.5501235000";"Via Tiburtina, 695";"746";"41.9110960000";"Roma";
"Pubblici";"Scuola F.Martelli";"12.6705490000";"Via Giuseppe Medail, 31";"747";"41.9239567000";"Roma";
"Pubblici";"Scuola Fabio Montagna";"12.6031236131";"Via Turano, snc";"748";"41.9103952220";"Roma";
"Pubblici";"Scuola Fumaroli";"12.0731070000";"Via Castellamare Di  Stabia";"749";"41.9545190000";"Ladispoli";
"Pubblici";"Scuola Gianni Rodari";"12.5306150000";"Via Norcia, 19";"750";"41.8770220000";"Roma";
"Pubblici";"Scuola Giuseppe Mazzini";"12.4913785939";"Via delle Carine, 2";"751";"41.8918457086";"Roma";
"Pubblici";"Scuola Giuseppe Mazzini";"12.4911398773";"Via delle Carine, 2";"752";"41.8919674884";"Roma";
"Pubblici";"Scuola Ilaria Alpi";"12.0926860000";"Via Varsavia 1";"753";"41.9580760000";"Ladispoli";
"Privati federati";"Scuola Ilaria Alpi";"12.0928000000";"Via Varsavia, 5";"754";"41.9581000000";"Ladispoli";
"Pubblici";"Scuola Mahatma Gandhi";"12.5853756000";"Via Corinaldo, 41";"755";"41.9377952000";"Roma";
"Pubblici";"Scuola Mahatma Gandhi";"12.5853756000";"Via Corinaldo, 41";"756";"41.9377952000";"Roma";
"Pubblici";"Scuola Media  Di Donato";"12.5071000000";"via Bixio 83";"757";"41.8925000000";"Roma";
"Pubblici";"Scuola Media Collodi";"12.4375269000";"Via Massa Marittima, 1";"758";"41.8427954000";"Roma";
"Pubblici";"Scuola Media Collodi";"12.4375269000";"Via Massa Marittima, 1";"759";"41.8427954000";"Roma";
"Pubblici";"Scuola media Concetto Marchesi";"12.9659160000";"Via Pietro Nenni";"760";"41.8244660000";"Genazzano";
"Pubblici";"Scuola media Corrado Melone";"12.0706680000";"Piazza Giovanni Falcone";"761";"41.9551730000";"Ladispoli";
"Pubblici";"Scuola Media G.B.Vico";"12.5178624000";"Piazza Filattiera, 184";"762";"41.9581382000";"Roma";
"Pubblici";"Scuola Media Gianicolo";"12.4602833436";"Largo Oriani, snc";"763";"41.8778501749";"Roma";
"Pubblici";"Scuola Oscar Romero";"12.6199870227";"Via Calimera, 133";"764";"41.8868475164";"Roma";
"Pubblici";"Scuola Padre Pio";"12.9178000000";"villaggio rinascita";"765";"41.7771000000";"Valmontone";
"Pubblici";"Scuola Paolo Stefanelli via Pestalozzi";"12.4265124000";"Via Enrico Pestalozzi, 5";"766";"41.9354468000";"Roma";
"Pubblici";"Scuola Paolo Stefanelli via Pestalozzi";"12.4265124000";"Via Enrico Pestalozzi, 5";"767";"41.9354468000";"Roma";
"Pubblici";"Scuola Paolo Stefanelli via Taverna";"12.4283032000";"Via Giuseppe Taverna, 97";"768";"41.9392644000";"Roma";
"Pubblici";"Scuola Paolo Stefanelli via Taverna";"12.4284534037";"Via Giuseppe Taverna, 97";"769";"41.9393601681";"Roma";
"Pubblici";"Scuola per l'Infanzia Peter Pan";"12.4193769000";"Via Paolo Emilio Castagnola, 15";"770";"41.9468028000";"Roma";
"Pubblici";"Scuola Pistelli - Vaccari";"12.4652000000";"Via Monte Zebio, 33";"771";"41.9193190000";"Roma";
"Pubblici";"Scuola Pistelli - Vaccari";"12.4652207000";"Via Monte Zebio, 33";"772";"41.9188357000";"Roma";
"Pubblici";"Scuola popolare di Musica Donna Olimpia";"12.4517429000";"Via Donna Olimpia, 30";"773";"41.8785346000";"Roma";
"Pubblici";"Scuola primaria Cesare Battisti";"12.4887367000";"Piazza Damiano Sauli, 1";"774";"41.8615989000";"Roma";
"Pubblici";"Scuola primaria G.Tomassetti";"12.3818670000";"Via Cassia, 1690";"775";"42.0039330000";"Roma";
"Pubblici";"Scuola primaria G.Tomassetti";"12.3810170000";"Via Cassia, 1690";"776";"42.0042442000";"Roma";
"Pubblici";"Scuola primaria Oberdan";"12.4501732000";"Largo Alessandrina Ravizza, 2";"777";"41.8722108000";"Roma";
"Pubblici";"Scuola primaria Vulpiani";"12.8916410000";"Largo Cesare Battisti";"778";"42.0153140000";"Vicovaro";
"Pubblici";"Scuola Quartararo";"12.3440285000";"Via Portuense, 1491/93";"779";"41.8174298000";"Roma";
"Pubblici";"Scuola Quartararo";"12.3440285000";"Via Portuense, 1491/93";"780";"41.8174298000";"Roma";
"Pubblici";"Scuola Sabellico";"12.8985190000";"Via Leopardi";"781";"42.0181510000";"Vicovaro";
"Pubblici";"Scuola succursale San Benedetto";"12.5694477000";"Via dei Faggi, 151";"782";"41.8841003000";"Roma";
"Pubblici";"Scuola Winckelmann";"12.5222974000";"Piazza Giovanni Winckelmann, snc";"783";"41.9211535000";"Roma";
"Pubblici";"Sede Centrale Municipio XV";"12.4527781000";"Via Camillo Montalcini, 1";"784";"41.8499175000";"Roma";
"Pubblici";"Sede Centrale Municipio XV";"12.4527781000";"Via Camillo Montalcini, 1";"785";"41.8499175000";"Roma";
"Pubblici";"Sede Municipio II";"12.5188267000";"Via Dire Daua, 11";"786";"41.9297417000";"Roma";
"Pubblici";"Sede Municipio IV";"12.5351576000";"Piazza Sempione, 15";"787";"41.9360621000";"Roma";
"Pubblici";"Sede Municipio IV";"12.5351576000";"Piazza Sempione, 15";"788";"41.9360621000";"Roma";
"Pubblici";"Sede Municipio VI";"12.5491400000";"Via Torre Annunziata, 1";"789";"41.8909215000";"Roma";
"Pubblici";"Sede Municipio VII - URP";"12.5739473000";"Via Prenestina, 510";"790";"41.8946055000";"Roma";
"Pubblici";"Sede Municipio XI";"12.4839555000";"Via Benedetto Croce, 50";"791";"41.8414695000";"Roma";
"Pubblici";"Sede Municipio XI";"12.4947679000";"Via dei Lincei, 93";"792";"41.8540049000";"Roma";
"Pubblici";"Sede Municipio XI";"12.4846355437";"Via Benedetto Croce, 50";"793";"41.8410068891";"Roma";
"Pubblici";"Sede Municipio XII";"12.7764447000";"Via Ignazio Silone, 100";"794";"41.9489778000";"Roma";
"Pubblici";"Sede Municipio XV - Parco di Villa Bonelli";"12.4527781000";"Via Camillo Montalcini, 1";"795";"41.8499175000";"Roma";
"Pubblici";"Sede Municipio XVII";"12.4491820000";"Circonvallazione Trionfale, 19";"796";"41.9105908000";"Roma";
"Pubblici";"Sede Municipio XVII";"12.4491820000";"Circonvallazione Trionfale, 19";"797";"41.9105908000";"Roma";
"Pubblici";"Servizio Geologico Provincia di Roma";"12.4565351000";"via di Villa Pamphili 84";"798";"41.8792474000";"Roma";
"Pubblici";"Servizio Sirit Provincia di Roma";"12.4847180000";"Via IV Novembre 119";"799";"41.8971240000";"Roma";
"Privati federati";"Settembrini Vino e cucina";"12.4661950000";"Via Luigi Settembrini 25";"800";"41.9150080000";"Roma";
"Privati federati";"Soc. Coop. Sociale La Faggeta";"13.0933860000";"Via Cadorna, 59";"801";"41.9242490000";"Subiaco";
"Privati federati";"Società Sportiva Romulea";"12.5047120000";"Via Farsalo 21";"802";"41.8826150000";"Roma";
"Privati federati";"Spallanzani";"12.4577000000";"Via Portuense 292";"803";"41.8647000000";"Roma";
"Pubblici";"Sporting club Marconi";"12.4735000000";"via Pietro Blaserna 105";"804";"41.8667000000";"Roma";
"Privati federati";"Sporting Club Paradise";"12.5716000000";"Via delle Capannelle 134";"805";"41.8352000000";"Roma";
"Privati federati";"Sporting Palace";"12.5014000000";"Via Mantova 1";"806";"41.9122000000";"Roma";
"Privati federati";"Stabilimento Balneare La Spiaggia";"12.3348000000";"Lungomare Amerigo Vespucci 118";"807";"41.7068000000";"Roma";
"Privati federati";"Stabilimento Balneare La Spiaggia";"12.3196000000";"Lungomare Amerigo Vespucci 68";"808";"41.7133000000";"Roma";
"Privati federati";"Stabilimento balneare Rambla";"12.1854020000";"Via Praia A Mare";"809";"41.8771000000";"Fiumicino";
